Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated in 4 Years
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,All,66,68,97.06
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,American Indian or Alaska Native,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Black/African American,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,EL Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Female,26,26,100
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Foster Care Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Hispanic or Latino,20,20,100
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Homeless Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Income Eligibility 1 and 2,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Male,40,42,95.24
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Migrant Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Military Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Multiple Races,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,Students With Disabilities,*,*,*
2021,4 year,4153,St Johns Unified District,4711,St Johns High School,Apache,White,42,43,97.67
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,All,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,EL Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Foster Care Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Hispanic or Latino,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Homeless Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Income Eligibility 1 and 2,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Male,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Migrant Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Military Cohort,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Students With Disabilities,*,*,*
2021,4 year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,White,*,*,*
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,All,104,143,72.73
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,American Indian or Alaska Native,100,135,74.07
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,EL Cohort,*,*,*
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Female,65,84,77.38
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Foster Care Cohort,*,*,*
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Homeless Cohort,*,*,*
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Income Eligibility 1 and 2,*,*,*
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Male,39,59,66.1
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Migrant Cohort,*,*,*
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Military Cohort,*,*,*
2021,4 year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Students With Disabilities,21,23,91.3
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,All,79,82,96.34
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Asian,*,*,*
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,EL Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Female,40,41,97.56
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Foster Care Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Hispanic or Latino,20,21,95.24
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Homeless Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Income Eligibility 1 and 2,19,19,100
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Male,39,41,95.12
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Migrant Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Military Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Multiple Races,*,*,*
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Students With Disabilities,*,*,*
2021,4 year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,White,55,57,96.49
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,All,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,American Indian or Alaska Native,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,EL Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Female,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Foster Care Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Hispanic or Latino,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Homeless Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Income Eligibility 1 and 2,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Male,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Migrant Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Military Cohort,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,Students With Disabilities,*,*,*
2021,4 year,4155,Round Valley Unified District,92686,White Mountain Academy,Apache,White,*,*,*
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,All,36,51,70.59
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,American Indian or Alaska Native,34,47,72.34
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,EL Cohort,13,18,72.22
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Female,21,25,84
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Foster Care Cohort,*,*,*
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Hispanic or Latino,*,*,*
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Homeless Cohort,*,*,*
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Income Eligibility 1 and 2,33,46,71.74
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Male,15,26,57.69
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Migrant Cohort,*,*,*
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Military Cohort,*,*,*
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Multiple Races,*,*,*
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,Students With Disabilities,*,*,*
2021,4 year,4156,Sanders Unified District,4724,Valley High School,Apache,White,*,*,*
2021,4 year,4157,Ganado Unified School District,4728,Ganado High School,Apache,All,113,133,84.96
2021,4 year,4157,Ganado Unified School District,4728,Ganado High School,Apache,American Indian or Alaska Native,110,129,85.27
2021,4 year,4157,Ganado Unified School District,4728,Ganado High School,Apache,EL Cohort,*,*,69.23
